       13728           1
         486        5839        6990
        2369        3062        5058
         610        3888        2993
         258         259        5708
         187         188        5709
          34          35        5706
         105         106        5707
        1692        5914        4230
        2577        4230        5914
        2280        6878        7000
        1285        2930        4022
        1490        3624        3959
        1491        3625        3960
        1744        4837        3421
         309        3421        4837
         955        3099        5163
         956        3100        5164
        1191        3921        3514
        1192        3922        3515
        1254        3498        5570
        3197        4399        6078
         722        3414        5827
        2041        5827        3414
         723        3415        5828
        2042        5828        3415
         120        4316        2789
          49        4315        2788
         244        2786        4317
         173        2787        4318
        1725        5870        2738
        3370        4093        6222
         650        2762        6161
         651        2763        6162
        1450        3588        3750
         790        3750        3588
        1163        5263        2707
        1237        3753        4343
        2110        6901        4888
         426        4275        5296
        2550        2848        6736
        1160        5346        2714
        1260        3116        3735
         884        2740        5895
        1693        4375        5043
         851        5238        2708
         602        5143        4991
         603        5144        4992
         607        5146        4994
         606        4993        5145
        2599        6529        4432
        2600        6530        4433
        2234        5727        5539
         308        2790        5025
        1456        5025        2790
        1473        4446        2761
        2086        4647        6010
        1283        2723        4904
        1556        3818        3343
        1368        3344        3819
        1367        3343        3818
        1557        3819        3344
        1370        3821        3345
        1369        3820        3346
        1558        3346        3820
        1559        3345        3821
        1341        3989        4051
         242        6465        3343
         171        6466        3344
         122        3345        6464
          51        3346        6463
        1489        2810        5116
         332        5116        2810
        1360        5277        3978
        1355        3591        3659
        1412        3659        3591
        1356        3592        3660
        1413        3660        3592
         954        4383        3308
        1816        3308        4383
        1106        3376        6752
        1838        3755        4592
         658        4592        3755
        1447        4866        4188
        2114        4188        4866
        1732        4381        4423
        1790        4518        6729
        1792        6730        4520
        1712        5838        2739
        1492        4386        4867
        1692        2814        5914
         532        5914        2814
         528        2729        6850
         560        5679        4972
         561        5680        4973
         522        2906        6984
        1308        2983        4146
         538        4146        2983
        1742        4091        5183
        1286        5059        3071
        1259        4030        3144
         729        3949        3241
        1362        3241        3949
        1472        4808        5720
        1258        3160        4045
        1493        5009        3691
        1340        5922        5377
         977        2912        5514
         979        2916        5516
         978        5515        2911
         980        5517        2913
         981        2914        5518
         982        2918        5519
         983        5520        2915
         984        5521        2917
        1919        3685        3199
        1007        3154        5648
        1881        5072        3840
         749        3448        5300
        1956        3212        3774
         419        2798        6333
        1183        6681        2894
        1184        6682        2895
        2131        6565        4264
        1692        6727        2814
        2404        5451        3477
        2014        5938        2988
        1941        4483        4491
         305        2719        6594
        1161        2721        4901
        1220        3080        5390
        2321        5507        3438
        2322        5508        3439
         938        2736        5299
        2940        5273        3125
        1241        5949        3360
        1142        5734        2824
        1668        2824        5734
        1669        2825        5735
        1143        5735        2825
         308        4944        2790
        1439        2790        4944
         550        5010        3879
        2030        3879        5010
        1259        4149        3233
        1227        3126        5603
        1229        3127        5604
        1400        3498        3497
        1254        3497        3498
        1946        4013        6440
        1947        4014        6441
        1948        4015        6442
        1258        3232        4151
        2420        6346        5394
        1503        3338        3573
         735        4802        3057
        1439        5042        2790
        1514        4379        3779
         313        3661        4469
         667        5176        3831
        1650        3290        3887
        1377        3887        3290
        1949        3200        3783
        2871        5118        3069
        2872        5119        3070
         356        6562        3072
         357        6563        3073
         303        2896        5333
        1458        4626        4977
        1925        4794        6896
        1009        6667        2756
         425        2757        6668
        1011        6669        2758
        1455        3607        3313
        1534        5024        5779
         833        5728        5226
         461        6245        2785
        1257        5162        2722
        1001        4757        4328
        2126        4328        4757
         509        4432        6529
         510        4433        6530
        1657        2738        5675
         809        4596        5553
         304        3658        3784
        1459        3784        3658
          87          88        3611
          16          17        3610
         276         277        3612
         205         206        3614
         158         159        3615
         229         230        3613
          63          64        3616
         134         135        3617
         716        6439        2801
         676        4713        2735
        1480        2729        4872
         616        5661        4494
        1383        3500        3525
         518        4921        5113
        2635        5113        4921
         379        4240        2852
        1246        3365        6274
        2523        3935        6314
         861        6314        3935
        2524        3936        6315
         862        6315        3936
         952        6604        2830
        1876        2830        6604
        1269        2905        6504
        1332        3901        3719
        1495        3719        3901
        1333        3902        3720
        1496        3720        3902
        2083        6885        3946
        2082        6884        3945
        1879        2831        6613
        2834        3715        5659
        2832        5658        3714
        2833        5657        3713
        2835        3716        5660
        1728        4026        4867
        1922        5272        3872
        1906        5054        6059
         552        3761        6751
         551        3760        6750
        2536        4272        5666
         828        2792        4736
        1385        4736        2792
        1920        5270        3874
        1921        5271        3875
         322        3099        6988
         323        3100        6987
        2151        6988        3099
        2152        6987        3100
        1911        4150        6948
        1260        4096        3150
        4566        6432         315
        2233        6660        2743
        1715        3785        6614
         543        2804        4360
         544        2805        4361
        1487        3410        3648
        2419        2806        6436
        1931        3532        6152
        2847        6432        4566
        2279        6992        5989
        1466        4384        3252
         722        3252        4384
         723        3253        4385
        1467        4385        3253
         330        2743        4718
         891        4719        2743
        2323        2820        6533
         755        2769        5981
        1185        5383        2774
        1211        3438        5507
        1212        3439        5508
        1293        4101        3030
        2661        3230        5232
        2195        6615        6277
        1754        5628        6095
        1825        2949        4724
        1268        2740        5605
        1220        5699        2737
         420        3928        6021
        2431        6021        3928
        2010        5666        6141
        2011        5667        6142
        2009        6140        5665
        2008        6139        5664
        1415        5731        2931
        2545        3014        5906
        2546        3015        5907
        1372        6726        2973
        1381        3541        3472
         262        5448        3208
         191        5449        3209
         102        3211        5447
          31        3210        5446
        1025        3212        6824
         403        2732        5360
         404        2733        5361
        3907        6210        4720
        1188        3906        5576
        2121        5720        4808
        2053        6292        4053
        2052        6291        4052
        1422        4821        6493
        1583        5184        3479
        1242        5764        3229
        1486        3379        3697
        2609        6677        3570
        1503        4482        3338
         312        3338        4482
        1045        3267        4310
        1258        4045        3232
        2237        6965        4651
         527        2755        5355
        1423        4477        4568
        1424        4478        4569
        1425        4479        4570
        2380        6902        4519
        2481        6830        2901
        3985        6148        4638
        1485        2755        4952
        1334        4415        2852
         379        2852        4415
        1569        4986        4544
         540        5096        3765
        3956        4919        6428
        2619        6789        3688
        1969        6303        2799
        1130        3412        3972
        2391        2751        5875
        2392        2752        5876
        2876        6623        3683
        2058        3632        5574
         771        5574        3632
        2604        3314        4564
        1203        3547        3725
         615        3051        4755
        1376        3838        3585
         453        4205        3318
         688        3804        4796
        1657        3626        6683
         722        5827        3542
        2097        3542        5827
         723        5828        3543
        2098        3543        5828
        2388        5908        2754
        1337        6867        2815
        1338        6868        2816
         537        3227        6753
        1259        3233        4030
        1740        6204        2794
         476        5861        4243
         727        4125        5668
        1883        3734        5353
         708        4593        3587
        1726        3587        4593
        1515        4628        5497
        1340        5377        4031
        2510        4052        6291
        2511        4053        6292
        6944        4658        1274
        3240        4658        6944
        1385        2792        4865
        1323        2794        5231
        2816        3676        5441
        1260        6343        3490
        2120        4031        6912
        1154        3452        5362
        1700        4040        4117
        1394        4117        4040
        1701        4041        4118
        1395        4118        4041
        1702        4042        4119
        1396        4119        4042
         293        3141        4985
        1575        4985        3141
        1744        4595        5021
        1141        4344        3473
        1140        4345        3474
        1138        3475        4346
        1139        3476        4347
        2947        6429        4258
        2948        6430        4259
         599        4700        3710
        2250        3692        4964
        2251        3693        4965
        2252        3694        4966
        2619        3158        5091
        1540        6808        2747
         885        5109        2742
        2069        6705        5887
        2071        6706        5888
        2073        6707        5889
        1447        2950        4866
        1679        5040        2744
        1680        5041        2745
         961        3086        5658
        1244        3633        3962
        1852        5046        3800
        1712        3190        3787
        1858        5456        4055
        1859        5457        4056
        1819        6011        2746
        1361        5278        3575
        1970        3575        5278
         668        2889        4312
         669        2890        4313
        1600        3237        4639
        1601        3238        4640
        1265        5654        2756
        1266        5655        2757
        1267        5656        2758
         885        4821        2755
        1378        3839        3571
        1440        3571        3839
         649        3140        3876
        1912        6372        5274
        1213        4380        3558
        1400        2810        4903
         332        4329        5116
        2286        5116        4329
        1596        3429        3602
        1150        3602        3429
        1597        3430        3603
        1151        3603        3430
        1283        3525        3500
         632        5613        5838
        1019        2770        5786
        1719        2883        6755
         434        4895        4050
        2037        4050        4895
        2296        3584        6382
        1017        3783        3200
        1022        4191        3188
         325        2935        4190
        2080        3943        3123
         971        3123        3943
         972        3124        3944
        2081        3944        3124
        1168        3207        3773
        1602        4607        3239
        1603        4608        3240
        2230        6000        2783
        2231        6001        2784
        2163        5760        5230
         364        3011        4300
         368        3012        4301
         369        3013        4302
        1362        2847        4566
        1268        3372        3656
         710        5298        4694
        1025        3774        3212
        3576        6911        5570
         997        2904        4307
        1297        4307        2904
         917        5547        6321
        1154        5362        3482
         242         243        6465
         171         172        6466
         121         122        6464
          50          51        6463
         419        6333        3752
        2430        3752        6333
        1997        3746        5260
        1426        5067        6684
        1328        5443        2803
        2210        5097        3460
        1427        2761        6854
        2792        5264        4865
        1852        5160        4845
        1296        3549        4257
        1142        2811        5324
        1143        2812        5325
         486        6382        3584
        1502        4364        2876
        1691        5066        5077
         558        4910        2928
        3254        6225        3529
        6942        1272        4675
        3238        6942        4675
        1580        4051        3989
         569        6774        6469
         485        4862        3049
        1428        6243        2765
        1177        3248        4195
        1022        3188        6042
         613        4183        2945
         614        4184        2946
        1416        4551        2870
         658        6662        4542
        1789        4435        2849
         967        3468        6591
        1389        4725        4804
         324        3350        5294
         794        4922        5463
         795        4923        5464
        1049        3864        6379
        1050        3865        6380
        1366        4444        6614
        3691        5009        5963
        1473        4257        5731
         590        4348        5603
         591        4349        5604
        1778        4525        3380
        1779        4526        3381
        1780        3382        4524
        2382        4521        6831
        1392        2764        5152
         834        6098        4511
        1451        3225        5205
          20        4437        2853
          91        4436        2854
         202        2856        4438
         273        2855        4439
        1657        6683        5553
        1479        6259        3242
         947        3374        5715
         197        3391        4540
         268        3390        4541
          25        4539        3388
          96        4538        3389
         371        5377        3153
        1725        3189        3847
        1707        3864        3179
        1709        3865        3180
         810        4222        4677
        2023        4677        4222
        1350        3873        5671
         659        3145        4287
        1905        4287        3145
        2244        2905        6747
        2735        6989        4971
        1572        5309        2908
         630        6796        4870
         684        4894        3193
        1002        2778        4816
        1003        2779        4817
        1817        6275        4368
        1984        5009        3968
        1341        6016        6532
        1150        6928        4728
        1151        6929        4729
         963        4686        3418
        2020        3418        4686
         447        3463        6217
        2130        6217        3463
        1511        3882        4682
        1872        4682        3882
        1513        3884        4683
        1873        4683        3884
        1510        4680        3881
        1870        3881        4680
        1512        4681        3883
        1871        3883        4681
        1394        3351        4117
         574        4117        3351
         575        4118        3352
        1395        3352        4118
         576        4119        3353
        1396        3353        4119
        1955        4116        4638
        1430        4638        4116
        1592        4004        6313
        1102        4396        6086
        1838        4592        3880
        1472        3880        4592
        1519        5083        3018
         313        3018        5083
        2123        2839        6424
         586        2848        4515
        1337        2815        6332
        1303        4565        2846
         319        5409        2793
         366        4655        2803
        2090        3668        5991
        2092        5992        3667
        1592        3027        4109
        1205        2867        4793
        1204        2866        4792
         245        4798        2786
         174        4797        2787
         119        2789        4799
          48        2788        4800
        1241        3634        5949
         491        3469        5880
         494        6338        4389
        1750        5057        5894
        2902        4978        3608
        3173        4043        6211
        2402        3755        6930
        1100        4972        3414
        1101        4973        3415
        1109        3097        4935
        1517        4935        3097
        1110        3098        4936
        1518        4936        3098
        1614        5712        4715
        1615        5713        4716
         730        5757        3511
        2275        4804        4725
        3444        5999        3583
        2468        6644        3832
        1315        6330        3155
        1316        6331        3156
        1325        6538        5653
        1041        6832        2974
        1042        6833        2975
        1043        2976        6834
        1045        2978        6836
        1044        6835        2977
        1046        6837        2979
        1047        2980        6838
        1048        2981        6839
        1535        3763        5522
        1536        3764        5523
        1961        3203        4585
        1147        4708        3982
        1148        4709        3983
        1476        2778        6934
        1477        2779        6935
         706        2989        4297
        1829        6359        6044
        1429        6157        2791
        1512        5051        3043
         441        3043        5051
        1065        4712        2803
        1263        6875        3236
         616        3008        4834
        1463        4834        3008
        2786        5676         915
        1517        6888        4935
        2286        4634        5116
        1488        4909        3028
         312        3028        4909
         459        4865        5264
        1484        3529        4054
         468        4054        3529
        2062        3249        6819
        2063        3250        6820
        1191        6208        3025
        1192        6209        3026
        3042        6259        4883
        6259        1479        4883
        1625        2795        5854
        1104        5854        2795
        1626        2796        5855
        1105        5855        2796
        1107        5856        2797
        1627        2797        5856
        5919        2786         915
         916        5920        2787
        1648        4182        5549
         747        6509        3435
        1235        3805        4983
        1236        3806        4984
         440        3274        5585
        1837        5585        3274
         524        6546        3401
        1015        3226        4702
         304        5177        2781
        1804        5687        4726
        1980        4437        5122
        1981        4436        5123
        1982        5120        4439
        1983        5121        4438
         636        3910        5383
        1350        5671        4135
        2390        6034        4212
        1683        4124        4052
         726        4052        4124
         727        4053        4125
        1684        4125        4053
        2455        3174        4738
         252         253        4457
         181         182        4458
          40          41        4455
         111         112        4456
        1713        6196        2919
        1451        5002        2896
         990        2896        5002
        1810        5401        5561
        1811        5402        5562
         472        6202        5114
           6        2879        5817
          77        2880        5822
        1781        5817        2879
        1783        5822        2880
        1781        2881        5816
         287        5816        2881
        1782        5818        2882
         216        5820        2883
        1782        2883        5820
         219        2882        5818
         148        2884        5821
        1784        5821        2884
        1783        2885        5815
        1784        2886        5819
          74        5815        2885
         145        5819        2886
        1853        4425        5202
        1856        4428        5204
        1855        4427        5203
         913        2788        5087
         914        2789        5088
        1315        6607        2811
        1316        6608        2812
         732        5840        6113
        1058        3044        4163
        1668        5952        2824
        1669        5953        2825
        1340        3969        5344
         568        6773        6603
         556        4658        3240
        1280        3499        6861
        2016        5843        3466
        2015        5842        3465
         430        3465        5842
         431        3466        5843
        2393        5534        6803
        2394        5535        6804
        1708        2836        6167
        1710        2837        6168
         516        2844        6754
        1714        3437        4166
         886        4166        3437
        1208        4006        3141
         553        3237        4674
         554        3238        4675
        1124        6099        4360
        1125        6100        4361
         916        2787        6214
        1375        2845        6846
         524        3406        5478
        1857        5478        3406
         913        6759        2788
         914        6760        2789
        1339        3954        5498
        1567        3725        3547
        1287        6654        3042
        2486        5288        4646
         497        4646        5288
        1385        4120        3339
         659        3339        4120
        1593        3153        5097
        1006        5097        3153
         337        4147        4290
        1801        4290        4147
         663        2887        5774
         949        6060        2791
        1324        3925        6709
         684        4627        4073
        1814        4108        5940
        2440        5940        4108
        1379        5110        2808
        1380        5111        2809
        1471        5264        2792
         308        5025        5672
           9          10        3807
          80          81        3812
         212         213        3809
         151         152        3813
         283         284        3808
         222         223        3811
          70          71        3810
         141         142        3814
        1583        5010        5184
        1938        3284        6273
         354        6739        2813
        1325        3926        6538
         643        4281        6213
         642        4280        6212
        2398        6948        4150
        3347        3788        6632
        1232        4776        3646
         619        4795        3696
         971        3074        5862
         972        3075        5863
        1349        4134        6955
        1348        4133        6954
        1437        2799        6756
        1332        5692        6505
        1333        5693        6506
        1420        4906        2807
        1652        5509        4975
        2219        6064        3300
        2221        6065        3301
        2223        6066        3302
        1249        6034        3283
         895        2942        4368
         772        6064        5304
         773        6065        5305
         774        6066        5306
        2711        5976        6340
        2712        5977        6341
        1423        4568        6786
        1424        4569        6787
        1425        4570        6788
        1656        6602        2887
         643        6213        5389
         642        6212        5388
        1198        4912        3273
        2379        6729        4518
        2381        4520        6730
        2441        2850        6159
        1843        5387        4308
        2569        4714        6522
        1697        5722        4376
        1698        5723        4377
         664        3144        4030
         559        3918        5699
         295        4945        4179
         686        4238        4136
         472        2903        6548
        1265        5320        3293
        1266        5321        3294
        1942        5775        5405
        2418        5967        6955
        2417        5966        6954
         503        4391        5374
        1751        2807        5714
        2141        4713        6891
        2419        6436        4109
        1071        2805        5686
        1586        4595        4836
        1498        5915        2821
          36          37        4783
         107         108        4784
         256         257        4781
         185         186        4782
        2845        6851        3228
         637        4088        6922
         638        4089        6923
        2628        4571        5794
         436        5794        4571
        1740        5797        3062
         437        3062        5797
        2630        4572        5798
         437        5797        4573
         438        5798        4572
        2629        4573        5797
         439        5800        4574
        2631        4574        5800
         925        2823        6791
        3018        4469        4918
         716        3384        4150
         659        4120        3145
         975        6394        2827
        1519        4795        4383
         674        6183        4169
        1659        5056        3477
        2378        3408        4170
         666        4170        3408
        1267        5587        3021
        3050        6627        5550
         555        5135        3239
         974        6391        2826
        2859        6829        6109
        2181        6974        2966
        2182        6975        2967
         976        6378        2828
         437        5058        3062
         969        5813        3076
         970        5814        3077
         636        2934        4902
         947        6649        3374
         937        5353        3734
         366        2803        5443
         935        2808        5110
         936        2809        5111
        2517        6957        2966
        2518        6958        2967
        1489        5116        4634
         507        2961        5158
        1494        5158        2961
        1247        4033        3432
        1246        4032        3431
        1245        3434        4034
        1244        3433        4035
        1500        4877        3249
         761        5563        5619
         762        5621        5564
         763        5565        5620
         764        5566        5622
        1052        6367        3847
        1647        5733        4663
        1651        5387        3086
         605        3086        5387
        4169        6183        5428
        1276        4300        3011
        1277        4301        3012
        1278        4302        3013
        1778        4133        4283
        1348        4283        4133
        1779        4134        4284
        1349        4284        4134
        1780        4285        4135
        1350        4135        4285
        1343        6015        2851
        6885         443        5926
        6884         442        5925
        1687        3206        4229
         501        6179        3756
         502        6180        3757
         504        6181        3758
         685        4738        3174
        1138        3667        3521
        1140        3522        3668
        1139        3523        3669
         391        4044        3729
        1243        5948        4820
        2813        4820        5948
        4182        6008        5549
        2043        3750        5444
         790        5444        3750
         573        5754        2817
        1339        5498        5295
        1046        4311        3314
        1384        5373        3635
        2088        5651        3435
         663        4045        3160
        1807        4102        3130
        1808        4103        3131
        4376        5722        6228
        4377        5723        6229
         783        5991        3668
         785        3667        5992
         715        3859        5932
         712        3856        5923
         714        3857        5924
        1341        6532        4049
        1134        3917        5490
         942        2817        5124
         858        4934        2839
         627        4037        3364
        2212        3364        4037
        2888        5840        3181
        1332        6505        3901
        1333        6506        3902
         731        4941        3224
        1562        3224        4941
        2302        6009        5745
         920        6829        2859
        1955        5375        4116
        1441        4953        2844
        1447        4911        2950
         873        2950        4911
        2243        3186        4694
        1127        4882        2852
        2378        5618        4234
         441        4234        5618
        1690        5151        5076
         747        3435        3963
         816        5617        2822
        1293        3057        4802
         292        3283        6034
        1261        3877        3330
        1262        3878        3331
         791        3968        3355
        1493        3355        3968
         598        3539        6641
        1247        3862        3366
        2338        5575        6211
        1907        4568        4477
        1908        4569        4478
        1909        4570        4479
        2542        4663        5733
         664        2821        5915
        2242        3363        4021
         626        4021        3363
          42          43        5703
         113         114        5704
         250         251        5701
         179         180        5702
        1573        5543        2901
         396        3150        4096
        1688        4671        6051
        2759        6051        4671
        2760        6052        4672
        1689        4672        6052
         592        4003        3251
        1177        4195        3464
         707        3872        5272
        1510        5050        6685
        1044        4673        3329
        1238        2936        6324
        1468        4999        4303
        1469        5000        4304
        2291        3329        4673
         704        3874        5270
         705        3875        5271
        2383        3666        5748
         855        5544        4667
        2567        4667        5544
          42        5703        3563
         113        5704        3564
         251        3561        5701
         180        3562        5702
        1208        2959        4470
         677        4202        3959
         678        4203        3960
         949        5247        2829
        1982        5315        6414
        1981        6413        5314
        1983        5316        6415
        1249        4212        6034
        1389        4804        3505
        1387        6444        4918
        1026        4192        4131
        1708        4131        4192
        1027        4193        4132
        1710        4132        4193
        1291        3033        4326
        1292        3034        4327
        1618        5873        2855
        1616        2853        5871
        1617        2854        5872
        1619        5874        2856
        1474        3827        3854
         821        3854        3827
        2069        2999        5739
        2071        3000        5740
        2073        3001        5741
         680        5187        2838
        2447        3733        5207
        1755        3090        6056
        1756        6057        3091
        1752        6054        3087
        1753        6055        3088
         262         263        5448
         191         192        5449
         101         102        5447
          30          31        5446
         818        6766        2943
        1294        4335        3031
         588        4724        2949
         820        6083        3157
        1512        3043        6373
        1484        4054        4860
        2126        4757        6684
        1560        3645        6795
        1028        2994        5474
        1029        2995        5475
        1291        3169        6771
        1292        3170        6772
         568        3171        6773
         569        3172        6774
         759        5049        3678
        1709        5684        3865
        1707        5683        3864
        1839        5498        3408
         666        3408        5498
        2550        6860        6883
        1930        6784        2965
         755        2965        6784
        1375        3195        4400
         498        3050        5445
        1606        5445        3050
        1363        4177        6781
        1036        3068        4656
        1800        2906        6325
         848        4971        6989
         946        2849        5229
        2246        6480        4362
        1492        4867        6173
        1363        6781        4215
         383        6043        4154
        2145        5025        4321
        2405        3202        5442
        1176        6508        4005
        1506        3717        4761
        1507        3718        4762
        1978        4443        3398
        2702        5200        3368
        2703        5201        3369
        1450        3049        4862
        1644        5214        5462
        1934        3729        6309
         564        3425        6284
         565        3426        6285
         906        3250        5700
         543        4706        3503
        1665        3503        4706
         544        4707        3504
        1666        3504        4707
        1100        5844        3951
        1101        5845        3952
        1460        3517        4175
         692        4175        3517
         693        4176        3518
        1461        3518        4176
        2421        5753        3107
        1882        4190        3384
         729        3971        3949
        1523        3949        3971
        2134        4991        5143
        2135        4992        5144
        2137        4994        5146
        2136        5145        4993
        2492        4742        5270
         704        5270        4742
         705        5271        4743
        2493        4743        5271
        2494        4744        5272
         707        5272        4744
        1394        5420        3351
        1395        5421        3352
        1396        5422        3353
        2491        4475        3278
        1376        4445        4224
        1648        5549        4664
        2543        4664        5549
        1300        3043        5618
         994        6961        2903
        1231        3845        4551
         650        3257        4067
         651        3258        4068
         732        5225        3181
        1633        3181        5225
        1499        5150        4510
         557        3125        4340
        2901        6830        5541
        1569        3103        6344
         755        6799        2965
        1433        2897        6033
        2344        3522        6785
         497        6785        3522
         334        6393        4289
         719        5882        4589
         721        5883        4590
         662        3470        4116
        1430        4116        3470
        1809        6472        5265
        1418        4741        3006
        1118        3006        4741
        2244        4905        3947
         649        3876        4236
         378        4771        5382
        1509        5356        3459
        1940        3481        5101
         756        4212        4896
        2037        4896        4212
        1994        3257        4577
        1995        3258        4578
        1996        4579        3259
        1998        4580        3260
        2000        4581        3261
        2001        4582        3262
        3800        5046        6971
         493        5935        3509
        1654        5375        4954
        1171        5096        2874
        2240        5118        2871
        2241        5119        2872
        2099        6926        6822
        1393        4263        3104
        1887        6340        5976
        1889        6341        5977
        1765        2909        6269
          67          68        4254
         138         139        4255
         280         281        4250
         225         226        4251
         209         210        4252
         154         155        4253
          12          13        4249
          83          84        4248
        2049        4303        4999
        2050        4304        5000
        1341        3467        3989
        1002        2871        5156
        1003        2872        5157
        3111        6885        5926
        3110        6884        5925
        2873        5715        1667
         588        2949        4606
        2082        4948        5052
        2083        4949        5053
        2080        5050        4946
        2081        5051        4947
        2280        2892        5941
        1282        3487        4456
        1281        3486        4455
        1280        4458        3489
        1279        4457        3488
         503        3376        4391
         766        6030        4864
        4647         629        6868
        3082        4647        6868
        2643        6926        3832
        1749        4606        2949
        2653        3548        5055
        5869        2873        1667
         499        3226        4942
        1537        4942        3226
        2938        5327        6033
         481        2904        6124
        2531        6825        6338
        1738        5794        3218
        1739        5798        3219
        1741        5800        3220
         334        5437        6393
         335        6033        2897
         365        4475        3235
         917        6623        2876
        1015        4702        2936
        1175        3449        4082
        1428        4423        4381
         991        5823        2892
        1598        4236        3876
         313        4469        3018
        1464        3729        4044
        1365        5775        5352
        6033        5327        1433
        2623        5678        4735
         435        4735        5678
        1502        2876        6976
        1369        3346        7002
        1370        3345        7001
        1368        7004        3344
        1367        7003        3343
         677        4057        6487
         678        4058        6488
        2340        4758        3931
        2341        4759        3932
        1026        5340        3045
        1027        5341        3046
        2642        4226        6590
        1198        6590        4226
        3502        4603        6519
        2181        4505        3002
        2182        4506        3003
        1059        2953        6708
        1162        3008        4494
